Experiment ID,Measurement No.,Group ID,Animal ID,wW/g,TL/mm
2,5,Control 1x wk,124,0.2280,23.6070
2,5,Control 1x wk,125,0.3847,28.6960
2,5,Control 1x wk,126,0.524,32.5220
2,5,15000  5x wk,56,0.6764,35.5903
2,5,15000 5x wk,60,0.6059,34.3010
2,5,15000 5x wk,61,0.5029,30.7473
2,5,15000 5x wk,66,0.5627,34.8737
2,5,15000 5x wk,70,0.4939,30.0373
2,5,15000 5x wk,75,0.5250,32.7807
2,5,15000 5x wk,81,0.3769,28.8687
2,5,15000 5x wk,82,0.4070,30.3417
2,5,15000 5x wk,86,NA,NA
2,5,15000 5x wk,87,0.3224,28.0573
2,5,15000 5x wk,88,0.3538,26.7393
2,5,15000 5x wk,89,0.3527,28.7820
2,5,15000 5x wk,100,0.3642,28.2423
2,5,15000 5x wk,111,NA,NA
2,5,15000 5x wk,116,NA,NA
2,5,15000 1x wk,57,0.3972,30.9250
2,5,15000 1x wk,58,0.3535,29.1713
2,5,15000 1x wk,64,0.4363,30.8363
2,5,15000 1x wk,69,0.3656,26.9937
2,5,15000 1x wk,77,0.2701,25.8937
2,5,15000 1x wk,79,NA,NA
2,5,15000 1x wk,84,NA,NA
2,5,15000 1x wk,90,0.2246,23.2580
2,5,15000 1x wk,91,0.1923,22.7410
2,5,15000 1x wk,92,0.3188,27.7910
2,5,15000 1x wk,95,NA,NA
2,5,15000 1x wk,97,NA,NA
2,5,15000 1x wk,113,0.2570,24.7957
2,5,15000 1x wk,122,NA,NA
2,5,15000 1x wk,127,0.4466,28.6480
2,6,Control 5x wk,59,0.6897,36.1090
2,6,Control 5x wk,62,0.7073,36.1903
2,6,Control 5x wk,65,0.5845,34.4460
2,6,Control 5x wk,72,0.5958,33.5177
2,6,Control 5x wk,76,0.5329,33.4380
2,6,Control 5x wk,78,0.6901,35.8020
2,6,Control 5x wk,80,0.5264,32.5380
2,6,Control 5x wk,83,0.5691,34.1010
2,6,Control 5x wk,85,0.4888,31.6087
2,6,Control 5x wk,94,0.5270,33.0263
2,6,Control 5x wk,96,0.5151,30.2440
2,6,Control 5x wk,98,0.5768,33.8443
2,6,Control 5x wk,99,0.4875,31.1447
2,6,Control 5x wk,117,0.7394,37.1150
2,6,Control 5x wk,118,0.518,32.2570
2,6,Control 1x wk,63,0.3754,28.4277
2,6,Control 1x wk,67,0.4892,31.0450
2,6,Control 1x wk,68,0.3906,30.0300
2,6,Control 1x wk,71,0.2891,26.6103
2,6,Control 1x wk,73,0.2747,25.8897
2,6,Control 1x wk,74,0.3093,27.3023
2,6,Control 1x wk,93,0.2504,24.3657
2,6,Control 1x wk,112,0.3073,26.9847
2,6,Control 1x wk,119,0.2857,26.4180
2,6,Control 1x wk,120,0.2102,22.5567
2,6,Control 1x wk,121,0.2377,24.1270
2,6,Control 1x wk,123,0.1862,22.5493
2,6,Control 1x wk,124,0.2291,23.4007
2,6,Control 1x wk,125,0.3885,29.7273
2,6,Control 1x wk,126,0.5222,32.3960
2,6,15000  5x wk,56,0.6829,35.6783
2,6,15000 5x wk,60,0.6227,34.0233
2,6,15000 5x wk,61,0.5140,30.7087
2,6,15000 5x wk,66,0.6736,35.0490
2,6,15000 5x wk,70,0.5659,31.8320
2,6,15000 5x wk,75,0.5148,32.5443
2,6,15000 5x wk,81,0.4172,29.5830
2,6,15000 5x wk,82,0.4924,31.3803
2,6,15000 5x wk,86,NA,NA
2,6,15000 5x wk,87,0.3351,27.6953
2,6,15000 5x wk,88,NA,NA
2,6,15000 5x wk,89,0.4177,31.5093
2,6,15000 5x wk,100,0.3695,27.3293
2,6,15000 5x wk,111,NA,NA
2,6,15000 5x wk,116,NA,NA
2,6,15000 1x wk,57,0.4033,30.4967
2,6,15000 1x wk,58,0.3594,29.0687
2,6,15000 1x wk,64,0.4318,31.5380
2,6,15000 1x wk,69,0.3652,28.1903
2,6,15000 1x wk,77,0.2780,25.5670
2,6,15000 1x wk,79,NA,NA
2,6,15000 1x wk,84,NA,NA
2,6,15000 1x wk,90,NA,NA
2,6,15000 1x wk,91,NA,NA
2,6,15000 1x wk,92,0.3168,27.8203
2,6,15000 1x wk,95,NA,NA
2,6,15000 1x wk,97,NA,NA
2,6,15000 1x wk,113,NA,NA
2,6,15000 1x wk,122,NA,NA
2,6,15000 1x wk,127,0.4456,29.8993
